filename,width,height,class,xmin,ymin,xmax,ymax
img_17_jpg.rf.0577e81beeeba78d5e5514c0653ad416.jpg,480,640,no-vest,0,518,480,640
image_159_jpg.rf.068e1eb24a383876e41b55c31ab8d37b.jpg,640,480,vest,189,163,287,244
Image79_jpg.rf.06ba15739788ecb42d39621b995ca119.jpg,416,416,vest,80,166,169,293
Image79_jpg.rf.06ba15739788ecb42d39621b995ca119.jpg,416,416,vest,297,196,415,415
image_97_jpg.rf.06832c35e7e272c48ec16b440a48874f.jpg,640,480,vest,231,175,344,261
pos_2167_jpg.rf.05a9ebb469f7c18bb01c05e700be145e.jpg,1280,720,vest,1073,0,1275,193
ppe_0029_jpg.rf.06b5ee08e985928bd4f7fc5b6151a316.jpg,600,400,vest,9,290,394,400
ppe_0501_jpg.rf.053fe31a6eb0552127fb86dea88b865b.jpg,1061,1500,vest,362,514,841,1252
pos_83_jpg.rf.06ef039ecbb80b8c069e8d4c5e48481c.jpg,300,300,vest,26,5,273,299
pos_616_jpg.rf.074a31dca83c5dbf11048c8a244d5fee.jpg,800,800,vest,68,50,498,637
pos_616_jpg.rf.074a31dca83c5dbf11048c8a244d5fee.jpg,800,800,vest,301,139,738,748
pos_1671_jpg.rf.072218a3f750bf104365dfbfa8bdcb46.jpg,1280,720,vest,136,306,604,719
pos_903_jpg.rf.0826e0a40a47dc82517b1c2d05794b8c.jpg,500,375,vest,52,253,88,310
pos_903_jpg.rf.0826e0a40a47dc82517b1c2d05794b8c.jpg,500,375,vest,454,246,499,328
pos_903_jpg.rf.0826e0a40a47dc82517b1c2d05794b8c.jpg,500,375,vest,439,240,458,301
pos_903_jpg.rf.0826e0a40a47dc82517b1c2d05794b8c.jpg,500,375,vest,415,241,444,299
pos_903_jpg.rf.0826e0a40a47dc82517b1c2d05794b8c.jpg,500,375,vest,403,235,419,252
pos_903_jpg.rf.0826e0a40a47dc82517b1c2d05794b8c.jpg,500,375,vest,381,245,401,261
pos_903_jpg.rf.0826e0a40a47dc82517b1c2d05794b8c.jpg,500,375,vest,344,258,392,314
pos_903_jpg.rf.0826e0a40a47dc82517b1c2d05794b8c.jpg,500,375,vest,325,251,342,314
pos_903_jpg.rf.0826e0a40a47dc82517b1c2d05794b8c.jpg,500,375,vest,264,249,323,319
pos_903_jpg.rf.0826e0a40a47dc82517b1c2d05794b8c.jpg,500,375,vest,246,247,273,308
pos_903_jpg.rf.0826e0a40a47dc82517b1c2d05794b8c.jpg,500,375,vest,213,243,246,310
pos_903_jpg.rf.0826e0a40a47dc82517b1c2d05794b8c.jpg,500,375,vest,169,249,203,320
pos_903_jpg.rf.0826e0a40a47dc82517b1c2d05794b8c.jpg,500,375,vest,123,249,159,290
pos_2181_jpg.rf.0722ba8ebff55ac007710d6ff731a266.jpg,1280,720,vest,744,479,897,707
pos_2080_jpg.rf.0806990b87a14186de3d7e8cbdcefffe.jpg,1280,720,vest,488,340,582,478
pos_2080_jpg.rf.0806990b87a14186de3d7e8cbdcefffe.jpg,1280,720,vest,649,308,745,457
00580_jpg.rf.06c37d1ec48ee85a33e7f511deb72a2c.jpg,560,423,no-vest,322,134,344,173
00580_jpg.rf.06c37d1ec48ee85a33e7f511deb72a2c.jpg,560,423,no-vest,136,152,199,224
00580_jpg.rf.06c37d1ec48ee85a33e7f511deb72a2c.jpg,560,423,no-vest,418,155,460,230
00580_jpg.rf.06c37d1ec48ee85a33e7f511deb72a2c.jpg,560,423,no-vest,260,155,326,237
00580_jpg.rf.06c37d1ec48ee85a33e7f511deb72a2c.jpg,560,423,no-vest,20,182,94,276
image_37_jpg.rf.07c8a8acdd13aa3eb34bd241a627f40d.jpg,640,480,vest,226,168,454,450
01035_jpg.rf.083ab6d15b6531b92feee9c417427613.jpg,500,333,no-vest,140,56,224,170
01035_jpg.rf.083ab6d15b6531b92feee9c417427613.jpg,500,333,no-vest,268,136,384,236
01035_jpg.rf.083ab6d15b6531b92feee9c417427613.jpg,500,333,no-vest,91,156,255,306
Image53_jpg.rf.09444824ca863681ed094f094107e16f.jpg,416,416,vest,44,0,154,114
Image53_jpg.rf.09444824ca863681ed094f094107e16f.jpg,416,416,vest,251,0,319,94
Image53_jpg.rf.09444824ca863681ed094f094107e16f.jpg,416,416,vest,182,115,240,209
Image53_jpg.rf.09444824ca863681ed094f094107e16f.jpg,416,416,vest,54,273,153,391
Image53_jpg.rf.09444824ca863681ed094f094107e16f.jpg,416,416,vest,262,283,315,338
Image53_jpg.rf.09444824ca863681ed094f094107e16f.jpg,416,416,vest,370,259,415,328
Image53_jpg.rf.09444824ca863681ed094f094107e16f.jpg,416,416,vest,326,241,371,309
pos_1631_jpg.rf.083ea2da2d866dbdf0a75c2877408ba2.jpg,1280,720,vest,498,208,672,455
Image7_jpg.rf.07592e2a101b61996055ee0d8e1d73cf.jpg,416,416,vest,0,0,26,129
Image7_jpg.rf.07592e2a101b61996055ee0d8e1d73cf.jpg,416,416,vest,404,116,415,177
Image7_jpg.rf.07592e2a101b61996055ee0d8e1d73cf.jpg,416,416,vest,365,66,400,127
Image7_jpg.rf.07592e2a101b61996055ee0d8e1d73cf.jpg,416,416,vest,390,52,415,92
Image7_jpg.rf.07592e2a101b61996055ee0d8e1d73cf.jpg,416,416,vest,316,73,362,136
Image7_jpg.rf.07592e2a101b61996055ee0d8e1d73cf.jpg,416,416,vest,277,68,321,134
Image7_jpg.rf.07592e2a101b61996055ee0d8e1d73cf.jpg,416,416,vest,228,68,276,136
Image7_jpg.rf.07592e2a101b61996055ee0d8e1d73cf.jpg,416,416,vest,267,0,307,43
Image7_jpg.rf.07592e2a101b61996055ee0d8e1d73cf.jpg,416,416,vest,326,0,367,40
Image7_jpg.rf.07592e2a101b61996055ee0d8e1d73cf.jpg,416,416,vest,70,257,180,358
Image7_jpg.rf.07592e2a101b61996055ee0d8e1d73cf.jpg,416,416,vest,224,355,406,415
Image7_jpg.rf.07592e2a101b61996055ee0d8e1d73cf.jpg,416,416,vest,224,287,296,415
pos_162_jpg.rf.0800a9d6d4ee97371fdcbd70e8d6ac7a.jpg,1000,1000,vest,100,871,931,998
pos_1018_jpg.rf.08bb3744b0fd66dd7c5fa2b1a416d974.jpg,500,323,vest,267,116,292,197
pos_1018_jpg.rf.08bb3744b0fd66dd7c5fa2b1a416d974.jpg,500,323,vest,284,100,330,189
pos_1018_jpg.rf.08bb3744b0fd66dd7c5fa2b1a416d974.jpg,500,323,vest,220,107,285,192
pos_1018_jpg.rf.08bb3744b0fd66dd7c5fa2b1a416d974.jpg,500,323,vest,201,105,231,184
01059_jpg.rf.071cd235557495d9e3c524837cf6f177.jpg,379,560,no-vest,234,93,357,241
01059_jpg.rf.071cd235557495d9e3c524837cf6f177.jpg,379,560,no-vest,171,133,281,317
01059_jpg.rf.071cd235557495d9e3c524837cf6f177.jpg,379,560,no-vest,347,181,379,382
image_108_jpg.rf.07e26098d0684b7102d0e39e8f6e7588.jpg,640,480,vest,208,148,317,248
image_199_jpg.rf.081f40669879d30de52cde9e00535af1.jpg,640,480,vest,194,167,297,245
02070_jpg.rf.0682e62d856d3468dba1f215c4be04c6.jpg,2278,1628,no-vest,1321,554,2034,1474
02070_jpg.rf.0682e62d856d3468dba1f215c4be04c6.jpg,2278,1628,no-vest,81,617,884,1610
02070_jpg.rf.0682e62d856d3468dba1f215c4be04c6.jpg,2278,1628,no-vest,621,510,1168,1203
pos_661_jpg.rf.06a6b9bba41eea00243d76a9a18956c7.jpg,360,360,vest,76,25,282,341
pos_571_jpg.rf.0826d802161044115d1706945e8792a7.jpg,370,370,vest,82,27,369,339
pos_1823_jpg.rf.098a9d22943c548985ad1ee7033926bf.jpg,1280,720,vest,8,332,274,718
pos_1823_jpg.rf.098a9d22943c548985ad1ee7033926bf.jpg,1280,720,vest,723,69,1077,370
pos_1896_jpg.rf.0a08bed6717bbe9d571735b04ee66d9c.jpg,1280,720,vest,197,207,395,510
pos_1896_jpg.rf.0a08bed6717bbe9d571735b04ee66d9c.jpg,1280,720,vest,761,211,951,496
image_14_jpg.rf.08d392b7e19d8d3ff828ec326200474c.jpg,1280,720,vest,524,277,682,395
pos_1396_jpg.rf.09f405df5c3b8a8ca27a79ac09d6e505.jpg,1280,720,vest,515,9,662,257
pos_1396_jpg.rf.09f405df5c3b8a8ca27a79ac09d6e505.jpg,1280,720,vest,729,162,1002,428
Image69_jpg.rf.08a04ceae27ea851992075ebeb578b93.jpg,416,416,vest,162,19,198,149
Image69_jpg.rf.08a04ceae27ea851992075ebeb578b93.jpg,416,416,vest,22,0,97,113
Image69_jpg.rf.08a04ceae27ea851992075ebeb578b93.jpg,416,416,vest,0,0,47,95
Image69_jpg.rf.08a04ceae27ea851992075ebeb578b93.jpg,416,416,vest,264,87,415,194
Image69_jpg.rf.08a04ceae27ea851992075ebeb578b93.jpg,416,416,vest,0,214,46,415
Image69_jpg.rf.08a04ceae27ea851992075ebeb578b93.jpg,416,416,vest,199,298,295,415
Image69_jpg.rf.08a04ceae27ea851992075ebeb578b93.jpg,416,416,vest,226,292,391,415
ppe_0522_jpg.rf.06f5fad9125b2aaaf7f7aa583f0d257d.jpg,6750,4500,vest,3154,2127,5465,4500
ppe_0640_jpg.rf.0990ffb0ca3c6102a5e438dc8f7e062c.jpg,1024,683,vest,407,209,587,378
ppe_0640_jpg.rf.0990ffb0ca3c6102a5e438dc8f7e062c.jpg,1024,683,vest,625,217,827,574
ppe_0640_jpg.rf.0990ffb0ca3c6102a5e438dc8f7e062c.jpg,1024,683,vest,111,221,315,577
pos_1488_jpg.rf.098be79069d77cac28b17a2aeb3e7e95.jpg,1280,720,vest,81,534,761,717
pos_1488_jpg.rf.098be79069d77cac28b17a2aeb3e7e95.jpg,1280,720,vest,907,415,1278,717
ppe_0832_jpg.rf.08ca3747a4597287581dec5adcfe3cad.jpg,350,525,vest,183,236,295,340
ppe_0832_jpg.rf.08ca3747a4597287581dec5adcfe3cad.jpg,350,525,vest,2,269,44,386
pos_2178_jpg.rf.0748742e0032349d809a643cb4767663.jpg,1280,720,vest,376,372,634,539
ppe_0391_jpg.rf.09e323724c94055f79ae06e60c11fee5.jpg,900,596,no-vest,611,247,751,449
ppe_0391_jpg.rf.09e323724c94055f79ae06e60c11fee5.jpg,900,596,no-vest,181,249,291,470
image_144_jpg.rf.3b5a892f0c5c9c9421dc28fc578803e0.jpg,640,480,vest,174,160,297,252
image_132_jpg.rf.3c55e79de5530e4b56a53de2841f9e07.jpg,640,480,vest,219,150,280,217
pos_1513_jpg.rf.3b56d849666ff8e5a618ed567df04162.jpg,1280,720,vest,953,286,1114,480
pos_1513_jpg.rf.3b56d849666ff8e5a618ed567df04162.jpg,1280,720,vest,1022,204,1115,355
pos_1513_jpg.rf.3b56d849666ff8e5a618ed567df04162.jpg,1280,720,vest,411,239,518,396
140620-F-VV898-275_JPG_jpg.rf.3b6f4da1999e98c7d73b36aecfdf89c9.jpg,1088,725,no-vest,360,185,521,383
140620-F-VV898-275_JPG_jpg.rf.3b6f4da1999e98c7d73b36aecfdf89c9.jpg,1088,725,no-vest,587,203,741,365
ppe_0558_jpg.rf.3ba81affbe540eed30801e8d1e0dcc8b.jpg,725,482,no-vest,405,252,485,360
ppe_0487_jpg.rf.3be4bd17538195be56badc8310304194.jpg,882,669,vest,331,435,486,669
ppe_0487_jpg.rf.3be4bd17538195be56badc8310304194.jpg,882,669,no-vest,618,461,761,658
ppe_0123_jpg.rf.3bb6a356004873d8805698ec0ca5e127.jpg,800,532,no-vest,604,262,766,525
pos_1924_jpg.rf.3c06242b28a3a6b5582568bb8b5f160d.jpg,1280,720,vest,132,265,440,716
pos_1924_jpg.rf.3c06242b28a3a6b5582568bb8b5f160d.jpg,1280,720,vest,822,344,1112,718
img_053_jpg.rf.3c3c3f4b74a9321063dcade5499f2053.jpg,416,416,vest,272,0,356,138
img_053_jpg.rf.3c3c3f4b74a9321063dcade5499f2053.jpg,416,416,vest,223,11,278,115
img_053_jpg.rf.3c3c3f4b74a9321063dcade5499f2053.jpg,416,416,vest,0,295,97,415
img_053_jpg.rf.3c3c3f4b74a9321063dcade5499f2053.jpg,416,416,vest,166,327,263,415
img_053_jpg.rf.3c3c3f4b74a9321063dcade5499f2053.jpg,416,416,vest,239,314,364,415
img_053_jpg.rf.3c3c3f4b74a9321063dcade5499f2053.jpg,416,416,vest,305,295,415,415
01346_jpg.rf.3ce8a807aff4b63404b9057609091194.jpg,552,377,no-vest,425,98,550,219
01346_jpg.rf.3ce8a807aff4b63404b9057609091194.jpg,552,377,no-vest,269,102,374,229
01346_jpg.rf.3ce8a807aff4b63404b9057609091194.jpg,552,377,no-vest,0,116,114,233
01346_jpg.rf.3ce8a807aff4b63404b9057609091194.jpg,552,377,no-vest,170,114,329,255
pos_491_jpg.rf.3cc3fd37bfe2327cb5fc4121289bbb78.jpg,640,640,vest,78,40,559,604
image_51_jpg.rf.3cca6f0c1d718b20b31852a911210609.jpg,640,480,vest,226,187,335,271
pos_466_jpg.rf.3cc72dd59f2eb2ea82a88c646838dfac.jpg,1200,1200,vest,148,57,1065,1095
image_128_jpg.rf.3d0df3f3436e4c08dbd57bf4e92c4fb3.jpg,640,480,vest,273,189,374,260
02397_jpg.rf.3cec08e299c00cfce62e08b446f20838.jpg,562,375,no-vest,241,182,312,255
02397_jpg.rf.3cec08e299c00cfce62e08b446f20838.jpg,562,375,no-vest,441,182,550,271
02397_jpg.rf.3cec08e299c00cfce62e08b446f20838.jpg,562,375,no-vest,342,181,435,274
02397_jpg.rf.3cec08e299c00cfce62e08b446f20838.jpg,562,375,no-vest,147,182,217,281
02397_jpg.rf.3cec08e299c00cfce62e08b446f20838.jpg,562,375,no-vest,42,195,130,289
pos_385_jpg.rf.3d17ddcecdf576b2ed40fad969e09a31.jpg,800,800,vest,2,48,465,760
pos_385_jpg.rf.3d17ddcecdf576b2ed40fad969e09a31.jpg,800,800,vest,436,130,797,701
image_169_jpg.rf.3d7d21c49fae15dc438823ee5d024049.jpg,640,480,vest,199,164,293,242
pos_662_jpg.rf.3d39bcec8dcbdcb2751cf17faeb3d494.jpg,600,600,vest,197,50,471,570
00609_jpg.rf.3d271e1bff3b76759b179c7cd559bbbf.jpg,1024,682,vest,332,239,558,490
00609_jpg.rf.3d271e1bff3b76759b179c7cd559bbbf.jpg,1024,682,vest,151,228,292,509
00609_jpg.rf.3d271e1bff3b76759b179c7cd559bbbf.jpg,1024,682,vest,0,176,213,598
00609_jpg.rf.3d271e1bff3b76759b179c7cd559bbbf.jpg,1024,682,vest,682,350,878,632
pos_1996_jpg.rf.3d9ad6a1eab1d50d8fbbdf902641d6b6.jpg,1280,720,vest,482,363,650,462
pos_1996_jpg.rf.3d9ad6a1eab1d50d8fbbdf902641d6b6.jpg,1280,720,vest,621,374,709,460
ppe_0399_jpg.rf.3e4435a4e676c4637c51f651d14bb381.jpg,800,533,no-vest,332,156,624,479
02617_jpg.rf.3e14e2b775f62b730c8f3578a6ca33d8.jpg,600,400,no-vest,316,140,453,320
02617_jpg.rf.3e14e2b775f62b730c8f3578a6ca33d8.jpg,600,400,no-vest,191,129,339,341
